main_category,sub_category,product_name,product_link,ratings,actual_price,image_url,vendor_name
mobiles,Vivo mobiles,"Vivo Y22 128 GB, 4 GB RAM, Starlit Blue, Mobile Phone",https://www.reliancedigital.in/vivo-y22-128-gb-4-gb-ram-starlit-blue-mobile-phone/p/493666415,,13499,https://www.reliancedigital.in/medias/Vivo-Y22-Mobile-Phone-493666415-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wzNDE3NXxpbWFnZS9qcGVnfGltYWdlcy9oZDgvaDkzLzk5OTMyMDkwMjA0NDYuanBnfDI4YzVlMDRiNjUwM2Q2YWM4NjRmMTdmYzA2MjYxYThmZjZmN2Y3NWQyZDJlMDkxZTRjMTM3MmM5YjI2OTAxOGE,Reliance
mobiles,Vivo mobiles,"Vivo Y22 128 GB, 4 GB RAM, Metaverse Green, Mobile Phone",https://www.reliancedigital.in/vivo-y22-128-gb-4-gb-ram-metaverse-green-mobile-phone/p/493666414,,13499,https://www.reliancedigital.in/medias/Vivo-Y22-Mobile-Phone-493666414-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wzNDA3MHxpbWFnZS9qcGVnfGltYWdlcy9oY2IvaGIwLzk5OTMyMDkzNDgxMjYuanBnfDMzZGI0OGUzODRiNmNmMDZiY2IyMDhhYzJhNDQ1Njc0MjM2MjAyZTM2NWQ5ZjdhNThhNjY4NGNkMmRhMDMxNmQ,Reliance
mobiles,Vivo mobiles,"Vivo Y16 128 GB, 4 GB RAM, Drizzling Gold, Mobile Phone",https://www.reliancedigital.in/vivo-y16-128-gb-4-gb-ram-drizzling-gold-mobile-phone/p/493666416,,9999,https://www.reliancedigital.in/medias/Vivo-Y16-Mobile-Phone-493666416-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyMTE1OXxpbWFnZS9qcGVnfGltYWdlcy9oNzAvaGYxLzk5OTMyMTQ5MTg2ODYuanBnfDY0ZDk0NDNlMzE0MjZlNDUzMzcyYmQ4NGE1MGEwZTJhOTFjMzcwNmM3MTc0ZjUxNGRjYzMwYTk1M2FmYTBjZGU,Reliance
mobiles,Vivo mobiles,"Vivo X100 5G 256 GB, 12 GB RAM, Black, Mobile Phone",https://www.reliancedigital.in/vivo-x100-5g-256-gb-12-gb-ram-black-mobile-phone/p/494351897,,63999,https://www.reliancedigital.in/medias/Vivo-X100-Black-494351897-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wzMDAwNHxpbWFnZS9qcGVnfGltYWdlcy9oOWEvaDg5LzEwMDkzNjM3NzMwMzM0LmpwZ3w2NmViZGI4ZDcyNjE5YWI0MjQzYWVkMjkzODdhMTU3ODk4YmUyMzc4MWY5OTM0MTBlODk2NmJhNjJiNTNlNTg1,Reliance
mobiles,Vivo mobiles,Vivo Y02T 4 GB RAM 64 GB Sunset Gold Mobile Phone,https://www.reliancedigital.in/vivo-y02t-4-gb-ram-64-gb-sunset-gold-mobile-phone/p/493838075,,7499,https://www.reliancedigital.in/medias/Vivo-Y-Series-Gold-493838075-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMDkzMXxpbWFnZS9qcGVnfGltYWdlcy9oYmQvaDA4LzEwMDA4NDkxMDk4MTQyLmpwZ3w1ODI1ZDBhZGZkMjQzZmYzYTc5MGVmMzEwZGYzMTE0ODVlM2RmNDQ5MGFjOWE5OWIwNWFmMzJkYWYxMWI3Y2U1,Reliance
mobiles,Vivo mobiles,"Vivo V29e 128 GB, 8 GB, Blue Mobile Phone",https://www.reliancedigital.in/vivo-v29e-128-gb-8-gb-blue-mobile-phone/p/493838656,,25999,https://www.reliancedigital.in/medias/Vivo-V29e-128-GB-8-GB-Blue-Smartphone-493838656-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w1MDYxNXxpbWFnZS9qcGVnfGltYWdlcy9oZjEvaDAzLzEwMDM5NzAwMzU3MTUwLmpwZ3xkZDg3MmQyYzk5ZTZkYjA2MDIzMjEyNDhkNTkwNzQ0OTlmYzgwMmYxYzQwNzhmMGUxMjVhYjVhMzhmYzMwZjkw,Reliance
mobiles,Vivo mobiles,"VIVO Y33s 128 GB, 8 GB RAM, Mirror Black, Mobile Phone",https://www.reliancedigital.in/vivo-y33s-128-gb-8-gb-ram-mirror-black-mobile-phone/p/491997458,,17990,https://www.reliancedigital.in/medias/VIVO-Y33S-Smartphones-491997458-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNDEyN3xpbWFnZS9qcGVnfGltYWdlcy9oMDkvaDM0Lzk3NjkwNDM5NTE2NDYuanBnfGQyYzk0M2I1NmU3OGM5YWNhZTJlNTAwNDU0MTVmMDA2NmMwMTc3MGJjYmRkZjdiMTcyZmRlM2RhMWRkNmE5YTA,Reliance
mobiles,Vivo mobiles,"Vivo Y1s 32 GB, 2 GB RAM, Aurora Blue, Mobile Phone (JioExclusive offer available)",https://www.reliancedigital.in/vivo-y1s-32-gb-2-gb-ram-aurora-blue-mobile-phone-jioexclusive-offer-available-/p/491901093,,8490,https://www.reliancedigital.in/medias/Vivo-Y1S-Smartphone-491901093-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w1MDkzMnxpbWFnZS9qcGVnfGltYWdlcy9oZDQvaDJkLzk3NjgzNzY1MDAyNTQuanBnfDJlM2M3YTMzZjgyZjY1MTdhYTNlOTQ0MWEwOTY3YWYwYjM4ZWM2MDUxZTdhMzNmOTEwMjExYzVhYWI4MjQ2M2I,Reliance
mobiles,Vivo mobiles,"Vivo Y1s 32 GB, 2 GB RAM, Olive Black, Mobile Phone (JioExclusive offer available)",https://www.reliancedigital.in/vivo-y1s-32-gb-2-gb-ram-olive-black-mobile-phone-jioexclusive-offer-available-/p/491901092,,8490,https://www.reliancedigital.in/medias/Vivo-Y1S-Smartphone-491901092-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w1NjU4OHxpbWFnZS9qcGVnfGltYWdlcy9oMDkvaDY5Lzk3NjgzNzY4Mjc5MzQuanBnfGMzMDQ2MWFlODg1MTM2YTQzZjVjYmRjMDkzZmZmYWM5NDc0NDJkZmRmMWZlNDViZDA0MDk4NmEwMjdmZmU4N2M,Reliance
mobiles,Vivo mobiles,"Vivo Y100A 5G 256 GB, 8 GB RAM, Twilight Gold, Mobile Phone",https://www.reliancedigital.in/vivo-y100a-5g-256-gb-8-gb-ram-twilight-gold-mobile-phone/p/493666318,,23999,https://www.reliancedigital.in/medias/Vivo-Y100A-Gold-493666318-Mobile-Phone-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyODcyNnxpbWFnZS9qcGVnfGltYWdlcy9oM2MvaDYyLzEwMDAyMTg3NTUwNzUwLmpwZ3w2NTI1NDNiMDE0ZTM2Zjg4NmQyNjA3NWQ0NmIyNDY0YmJlYjMxMmVhYjAxNzhhNGJkYWYwOTIzMjg5Nzk2Yzlj,Reliance
mobiles,Vivo mobiles,Vivo T2 Pro 5G 8 GB RAM 128 GB Dune Gold Mobile Phone,https://www.reliancedigital.in/vivo-t2-pro-5g-8-gb-ram-128-gb-dune-gold-mobile-phone/p/494267980,,22999,https://www.reliancedigital.in/medias/Vivo-T2-Pro-5G-494267980-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w3MTU4N3xpbWFnZS9qcGVnfGltYWdlcy9oMTcvaDA4LzEwMDY3MzQxOTY3MzkwLmpwZ3xiYjEzY2IyYjhlNDNhMzg1N2E1NWNlZjZlYzA3MWVhZDE5OWE4NzI4NjdkYTUwMTEyMzZkYzM2YmE4MzI2MjY2,Reliance
mobiles,Vivo mobiles,"Vivo Y200 5G 256 GB, 8 GB RAM, Desert Gold, Mobile Phone",https://www.reliancedigital.in/vivo-y200-5g-256-gb-8-gb-ram-desert-gold-mobile-phone/p/494352402,,22999,https://www.reliancedigital.in/medias/Vivo-Y200-Smartphone-494352402-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w1MDk4MHxpbWFnZS9qcGVnfGltYWdlcy9oOTEvaGRhLzEwMTEzMTgyMDcyODYyLmpwZ3xjZTQwNzBhODExMWVhNjVhNWRkODk5Y2MzZmJmMzIwZjRmOTA2NjE0ZDQ1MjczOGQwNWQzZjg4NzU5MWJmNGIx,Reliance
mobiles,Vivo mobiles,"Vivo Y200 Pro 5G 128 GB, 8 GB RAM, Silk Black, Mobile Phone",https://www.reliancedigital.in/vivo-y200-pro-5g-128-gb-8-gb-ram-silk-black-mobile-phone/p/494353515,,24999,https://www.reliancedigital.in/medias/Vivo-Y200-Pro-Silk-Black-494353515-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w2MDA5M3xpbWFnZS9qcGVnfGltYWdlcy9oMzcvaDE5LzEwMTUxMDYzOTEyNDc4LmpwZ3xjNzQwZGFjY2Q3YTM2N2U4ZWRkYjNkMDU0ZTZmNGMyMTI4M2Q1ODBlYmJiNmJmOTFkOTY3YjU0NTIzZTRhM2Yz,Reliance
mobiles,Vivo mobiles,"Vivo Y16JL 4 GB RAM, 128 GB, Drizzling Gold, Mobile Phone (Jio Exclusive)",https://www.reliancedigital.in/vivo-y16jl-4-gb-ram-128-gb-drizzling-gold-mobile-phone-jio-exclusive-/p/493838746,,9999,https://www.reliancedigital.in/medias/Vivo-Y16JL-Mobile-Phone-493838746-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxODc0N3xpbWFnZS9qcGVnfGltYWdlcy9oYTcvaDA2LzEwMDI2NzY0NjMyMDk0LmpwZ3xmOWEyZmY2Zjc0ODcxMWI3MzI1NGU2MWM5Y2UxMjg4MTQ2Yzk1YjI1OTRiY2Q0YmRhYzI3ZjgyZmJmYmQyMGFl,Reliance
mobiles,Vivo mobiles,"Vivo Y100 5G 128 GB, 8 GB RAM, Pacific Blue, Mobile Phone",https://www.reliancedigital.in/vivo-y100-5g-128-gb-8-gb-ram-pacific-blue-mobile-phone/p/493665037,,21999,https://www.reliancedigital.in/medias/Vivo-Y100-Mobile-Phone-493665037-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyODE0N3xpbWFnZS9qcGVnfGltYWdlcy9oNmIvaGViLzk5NjQxODc2ODA3OTguanBnfDE4N2Q3ZThmYzgxYzVmYzM5ODBlOTU3NjMxNmUxOTZhMzM4MThmODhlYWMzYTE1MjRkNzkzYmMwYTI3NGQ5MmE,Reliance
mobiles,Vivo mobiles,"Vivo V27 5G, 128 GB, 8 GB RAM, Magic Blue, Mobile Phone",https://www.reliancedigital.in/vivo-v27-5g-128-gb-8-gb-ram-magic-blue-mobile-phone/p/493665875,,32999,https://www.reliancedigital.in/medias/Vivio-V27-Mobile-Phones-493665875-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNjYwMnxpbWFnZS9qcGVnfGltYWdlcy9oMzUvaGY3Lzk5NzEwMTc5MDgyNTQuanBnfGFmMzZlNGJlZjdiNzMxNWFmOWZlMTI3YmMzY2NiYTdhNjFiNTFjZDdjNDQ0ZWFjZDIwNzRlZTI0N2FlZDQwMWU,Reliance
mobiles,Vivo mobiles,"Vivo V27 5G, 256 GB, 12 GB RAM, Magic Blue, Mobile Phone",https://www.reliancedigital.in/vivo-v27-5g-256-gb-12-gb-ram-magic-blue-mobile-phone/p/493665877,,36999,https://www.reliancedigital.in/medias/Vivio-V27-Mobile-Phones-493665877-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNjYwMnxpbWFnZS9qcGVnfGltYWdlcy9oZDkvaGU5Lzk5NzEwMTg4OTEyOTQuanBnfDgzYzA1OThiNTFiNjAyMTk3MDU5NGIwNjBmZDY2MDNmYzBjZDFhNjZkYWUxMTY5ZjlmNjMxNzQxNmE3Y2QwNzk,Reliance
mobiles,Vivo mobiles,"Vivo Y56 5G 128 GB, 8 GB RAM, Black Engine, Mobile Phone",https://www.reliancedigital.in/vivo-y56-5g-128-gb-8-gb-ram-black-engine-mobile-phone/p/493665033,,17999,https://www.reliancedigital.in/medias/Vivo-Y56-Mobile-Phone-493665033-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNzUwN3xpbWFnZS9qcGVnfGltYWdlcy9oNmQvaDRlLzk5NjQxODU3MTQ3MTguanBnfGQyN2I2YTE0ODYwMGJhOWEyYjMwNGJlMzRiZTU1Yjc4YjEwZWY2MjJkYWMwZWI0ZWZkMWZlNzY5Y2Y0ZWE5Yjg,Reliance
mobiles,Vivo mobiles,"Vivo V27 Pro 5G 256 GB, 12 GB RAM, Magic Blue, Mobile Phone",https://www.reliancedigital.in/vivo-v27-pro-5g-256-gb-12-gb-ram-magic-blue-mobile-phone/p/493665338,,42999,https://www.reliancedigital.in/medias/Vivo-V27Pro5G-Mobile-Phone-493665338-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNTI2N3xpbWFnZS9qcGVnfGltYWdlcy9oNjEvaDkzLzk5NjY5MjA0MzM2OTQuanBnfGRhNGQ1MWZlZjM5MGZjMWE0ZjRhZTg4ZDExM2M2M2I2ZTNmMzExZmEzZWQxZTA4OTk4MmE1ZDk1ZDk2Y2M1ZDE,Reliance
mobiles,Vivo mobiles,"Vivo V27 Pro 5G 128 GB, 8 GB RAM, Magic Blue, Mobile Phone",https://www.reliancedigital.in/vivo-v27-pro-5g-128-gb-8-gb-ram-magic-blue-mobile-phone/p/493665340,,37999,https://www.reliancedigital.in/medias/Vivo-V27Pro5G-Mobile-Phone-493665340-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNTI2N3xpbWFnZS9qcGVnfGltYWdlcy9oMmEvaDA4Lzk5NjY5MjYzMzE5MzQuanBnfGRlYzg4MjhkN2QwMzY0NTYxMWNkMGMzMmZmZDI3NDU2NTg4ODc4NDM3MDY2ZDQ1N2YyZWEyNGFmODMzZjBhNjA,Reliance
mobiles,Vivo mobiles,"Vivo V27 5G, 256 GB, 12 GB RAM, Noble Black, Mobile Phone",https://www.reliancedigital.in/vivo-v27-5g-256-gb-12-gb-ram-noble-black-mobile-phone/p/493665878,,36999,https://www.reliancedigital.in/medias/Vivio-V27-Mobile-Phones-493665878-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNTk0NHxpbWFnZS9qcGVnfGltYWdlcy9oYTYvaGJlLzk5NzEwMTgyMzU5MzQuanBnfGFlM2NlN2Q4MjlkYjc2NTljZjcyYWQxZDYyNmFkZjY2ZmRkODQ5ODlkYmIyNzgzODU5NjhlOGFhN2Q2Zjk3ZTg,Reliance
mobiles,Vivo mobiles,"Vivo V27 5G, 128 GB, 8 GB RAM, Noble Black, Mobile Phone",https://www.reliancedigital.in/vivo-v27-5g-128-gb-8-gb-ram-noble-black-mobile-phone/p/493665876,,32999,https://www.reliancedigital.in/medias/Vivio-V27-Mobile-Phones-493665876-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNTk0NHxpbWFnZS9qcGVnfGltYWdlcy9oYzMvaGYxLzk5NzEwMTg1NjM2MTQuanBnfDZkMTdhNjI0OTNjNGNmZTg5YjIzYTg3MzdhYjM5YTAxZjlmY2JhN2E4YTNjM2U1MzdjNmUxZDFiZGI2NWE5OTU,Reliance
mobiles,Vivo mobiles,"Vivo Y56 5G 128 GB, 8 GB RAM, Orange Shimmer, Mobile Phone",https://www.reliancedigital.in/vivo-y56-5g-128-gb-8-gb-ram-orange-shimmer-mobile-phone/p/493665032,,17999,https://www.reliancedigital.in/medias/Vivo-Y56-Mobile-Phone-493665032-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyNjUyNXxpbWFnZS9qcGVnfGltYWdlcy9oNzYvaDMyLzk5NjQxODYwNDIzOTguanBnfGE1MmNiZmQ5M2FjODBjM2E5OGQ5ZmVkZmJlYjlmZDY1YjM2NmQwNmY0NTIxNjZhMTRhZjVhZmQyNTUwZjI4YzI,Reliance
mobiles,Vivo mobiles,"Vivo Y100 5G 128 GB, 8 GB RAM, Twilight Gold, Mobile Phone",https://www.reliancedigital.in/vivo-y100-5g-128-gb-8-gb-ram-twilight-gold-mobile-phone/p/493665035,,21999,https://www.reliancedigital.in/medias/Vivo-Y100-Mobile-Phone-493665035-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyODcyNnxpbWFnZS9qcGVnfGltYWdlcy9oMWUvaDcxLzk5NjQxODE0NTQ4NzguanBnfGJiNjg0ZmViNzNlZjlmOWViNmZiMjkyOWRiMTI0Y2Y0MzM1MjQ4M2I0Nzc1N2FmZGMxMzRlZDc3MDY3YzFlYzA,Reliance
mobiles,Vivo mobiles,"Vivo Y100 5G 128 GB, 8 GB RAM, Metal Black, Mobile Phone",https://www.reliancedigital.in/vivo-y100-5g-128-gb-8-gb-ram-metal-black-mobile-phone/p/493665036,,21999,https://www.reliancedigital.in/medias/Vivo-Y100-Mobile-Phone-493665036-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wyODg4M3xpbWFnZS9qcGVnfGltYWdlcy9oNGUvaGNmLzk5NjQxODExMjcxOTguanBnfDJlYjQxMjU2NjMxMmUwMDBhN2E3MDc1YjYwMTg0OWY0MDdmOGIzNjg2Y2UzMjdiOGMwMjEzNjM3NzM0NzBjMTU,Reliance
mobiles,Vivo mobiles,"Vivo T2x 5G 128 GB, 8 GB RAM, Marine Blue, Mobile Phone",https://www.reliancedigital.in/vivo-t2x-5g-128-gb-8-gb-ram-marine-blue-mobile-phone/p/493666470,,14999,https://www.reliancedigital.in/medias/Vivo-T2x-5G-Mobile-Phone-493666470-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3w3MzIwMXxpbWFnZS9wbmd8aW1hZ2VzL2g2ZS9oMWYvOTk4NTI2NTQ2NzQyMi5wbmd8ZTAzOGZjMTFhN2JjMDYzOGUxYzRiZmY4NDAxYmZhYzgwYzJmY2E0ZmM0YjU4YzI1MDU1OWI2MzU2ZDc3ZTcwOQ,Reliance
mobiles,Vivo mobiles,"Vivo T2x 5G 128 GB, 8 GB RAM, Glimmer Black, Mobile Phone",https://www.reliancedigital.in/vivo-t2x-5g-128-gb-8-gb-ram-glimmer-black-mobile-phone/p/493666468,,14999,https://www.reliancedigital.in/medias/Vivo-T2x-5G-Mobile-Phone-493666468-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNTA2OHxpbWFnZS9qcGVnfGltYWdlcy9oMjYvaDMwLzk5ODUyNjU3OTUxMDIuanBnfDM2MTBlNjYyZTU4MWVhNzJlM2FhN2MzZjFiMzczNTE3MTRmNDUxYTI1MGZkMDYyNTVkNDc4MTA1ZWQ4YTI4NWI,Reliance
mobiles,Vivo mobiles,"Vivo T2x 5G 128 GB, 8 GB RAM, Aurora Gold, Mobile Phone",https://www.reliancedigital.in/vivo-t2x-5g-128-gb-8-gb-ram-aurora-gold-mobile-phone/p/493666469,,14999,https://www.reliancedigital.in/medias/Vivo-T2x-5G-Mobile-Phone-493666469-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxNDE3OHxpbWFnZS9qcGVnfGltYWdlcy9oMDQvaDZmLzk5ODUyNjUxMzk3NDIuanBnfGU5OTI2ZjM4Yjc3NGY5YWUyOWY4OGUxMWQ0MmJhOTU0NzY5M2YzZDc3ZWM5YTJhNzU3ODBkNWQ1N2M4YjU4NDI,Reliance
mobiles,Vivo mobiles,"Vivo X90 256 GB, 12 GB, Asteroid Black, Mobile Phone",https://www.reliancedigital.in/vivo-x90-256-gb-12-gb-asteroid-black-mobile-phone/p/493666475,,63999,https://www.reliancedigital.in/medias/Vivo-X90-Smartphones-493666475-i-1-1200Wx1200H-300Wx300H?context=bWFzdGVyfGltYWdlc3wxMTQyN3xpbWFnZS9qcGVnfGltYWdlcy9oOTIvaDYwLzk5ODc0ODg2MTIzODIuanBnfDY1NTM4ZGY4MTljMmVlODk3YTY5NDA3NTVhOTJiYmUzMjQ5OGY0Yzg1Y2E0OWNkNzc5NDI0MjMzMzk2MTZiYTQ,Reliance
